SHIV JI 						
						
MANTRA 						
4	शिव श्लोक	कर्पूरगौरं करुणावतारं संसारसारं भुजगेन्द्रहारम्। सदा वसन्तं हृदयारविन्दे भवं भवानीसहितं नमामि॥	दिव्य शांति और भक्ति हेतु	https://youtube.com/shorts/IPmuTHmizWo?si=XZ2PxqPnPCnTi9QR		
5	गुरु श्लोक	गुरुर्ब्रह्मा गुरुर्विष्णुः गुरुर्देवो महेश्वरः। गुरुः साक्षात् परब्रह्म तस्मै श्रीगुरवे नमः॥	श्रद्धा और मार्गदर्शन हेतु	https://youtube.com/shorts/fGShWlmiDyE?si=sHBTIs2BRo6Bf0Pj		
6	सरस्वती श्लोक	सरस्वती नमस्तुभ्यं वरदे कामरूपिणी। विद्यारम्भं करिष्यामि सिद्धिर्भवतु मे सदा॥	ज्ञान और मन की प्रसन्नता	https://youtube.com/shorts/Asb3NCYzDnM?si=2Ip-bhoGeriuglXN		
7	प्रभात श्लोक	कराग्रे वसते लक्ष्मीः करमध्ये सरस्वती। करमूले तु गोविन्दः प्रभाते करदर्शनम्॥	दिन की खुशहाल शुरुआत	https://youtube.com/shorts/hGMBqByQYjc?si=Q7qr-LXZlCVp8TGA		
8	मंगल श्लोक	मङ्गलम् भगवान विष्णुः मङ्गलम् गरुड़ध्वजः। मङ्गलम् पुण्डरीकाक्षः मङ्गलाय तनो हरिः॥	हर काम में शुभ और मंगल	https://youtube.com/shorts/IpnEpKR9Qrs?si=oblu0Y1NfxniQt1B		
9	भक्ति श्लोक	अनन्यश्चिन्तयन्तो मां ये जनाः पर्युपासते। तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम्॥	ईश्वर पर पूर्ण विश्वास हेतु	https://youtube.com/shorts/Z6qY7bZI3jk?si=dLnC6mUncXWL2P2K		
10	हनुमान श्लोक	मनोजवं मारुततुल्यवेगं जितेन्द्रियं बुद्धिमतां वरिष्ठम्। वातात्मजं वानरयूथमुख्यं श्रीरामदूतं शरणं प्रपद्ये॥	मन की शक्ति और शांति	https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q		
						
						
🩺 HEALTH / HEALING						
						
🕉️ Mantras						
क्रम	मंत्र का नाम	मंत्र	मुख्य लाभ	YouTube लिंक		
1	महामृत्युंजय मंत्र	ॐ त्र्यम्बकं यजामहे...	गंभीर रोगों से मुक्ति और जीवन रक्षा	https://youtu.be/OV9LXGOXjgs?si=0izGm1eYkmBS0343		
2	सूर्य आरोग्य मंत्र	ॐ ह्रां ह्रीं ह्रौं सः सूर्याय नमः	ऊर्जा, त्वचा रोग और आंखों की रोशनी	https://youtu.be/FOzo1SxVxAg?si=dVlzuPfVGyDEcJtC		
3	प्राण मुद्रा मंत्र	ॐ प्राणाय नमः	शरीर में जीवनी शक्ति बढ़ाने हेतु	https://youtu.be/g7rBhaAT04A?si=YFuq2iT7ASAzdrcz		
4	रोग नाशक मंत्र	रोगानशेषानपहंसि तुष्टा...	मानसिक और शारीरिक व्याधि दूर करने हेतु	https://youtu.be/MJwg2dRnBeQ?si=fQFON7tpoz66jfCP		
5	हनुमान स्वास्थ्य मंत्र	नासै रोग हरै सब पीरा...	शारीरिक कष्ट और दर्द से मुक्ति	https://youtu.be/FUpzgvsWkL8?si=qjtBffQzDjZu3rmc		
6	अश्विनी कुमार मंत्र	ॐ अश्विनीकुमाराभ्यां नमः	शीघ्र स्वस्थ होने और हीलिंग हेतु	https://youtu.be/j8l2aX86Ouk?si=1JGWEjb8YcyEDR9R		
7	दुर्गा आरोग्य मंत्र	देहि सौभाग्यमारोग्यं देहि मे...	सौभाग्य और उत्तम स्वास्थ्य की प्राप्ति	https://youtu.be/OKRVaXU01kI?si=JiW7DxUS6igTBq2G		
8	शिव आरोग्य मंत्र	ॐ हौं जूं सः	अकाल मृत्यु के भय और रोगों का नाश	https://youtu.be/e7KzbCXk1lE?si=giRiDC8Uht1ntqGk		
9	गायत्री मंत्र	ॐ भूर्भुवः स्वः...	मानसिक स्वास्थ्य और बुद्धि की शुद्धि	https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE		
10	नारायण कवच अंश	ॐ विष्णवे नमः	शरीर की सुरक्षा और हीलिंग हेतु	https://youtu.be/DwFMQONuLhE?si=uBOqcwcFYUeGy5XH		
						
📜 Stotram						
क्रम	स्तोत्र का नाम	मुख्य लाभ	YouTube लिंक			
1	आदित्य हृदय स्तोत्र	हृदय रोग और ऊर्जा की प्राप्ति हेतु	https://youtu.be/invPCYDaWUE?si=-cwsyKTg-INmshaY			
2	वैद्यनाथ स्तोत्र	असाध्य रोगों से मुक्ति के लिए	https://youtu.be/OVWlwCHMr-I?si=NYeN8K3tAw9sLKXY			
3	धन्वंतरि स्तोत्र	औषधीय शक्ति और आरोग्य हेतु	https://youtu.be/0VO5vBiYG6I?si=17_Cg59qnta9EBNI			
4	राम रक्षा स्तोत्र	शरीर की सुरक्षा और रोगों का नाश	https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA			
5	संकट नाशन गणेश स्तोत्र	शारीरिक और मानसिक बाधा दूर करने हेतु	https://youtu.be/aTFeZxXkL78?si=HaE-tYiH834XPpXn			
6	मृत्युंजय स्तोत्र	अकाल मृत्यु के भय और रोग निवारण हेतु	https://youtu.be/vgu91Z4kXpk?si=iF5pe0X3rmAEvthK			
7	दुर्गा आपदुद्धारक स्तोत्र	भारी कष्ट और बीमारी से सुरक्षा	https://youtu.be/VpkLjMDcucg?si=2-MzQkTgTAUVFDs-			
8	हनुमान बाहुक	जोड़ों के दर्द और शारीरिक पीड़ा हेतु	https://youtu.be/EWCkUAY-0OU?si=rSwJp2NDWgWtLUZB			
9	सूर्य मंडल स्तोत्र	नेत्र रोग और तेज की प्राप्ति	https://youtu.be/32TGOFRIVmE?si=LwFbGvQnd3VmykMC			
10	नारायण कवच	सर्वांगीण सुरक्षा और हीलिंग	https://youtu.be/BBV0HQI3NB4?si=LjPC9hE-1m_fAsBa			
						
🙏 Stuti						
क्रम	स्तुति का नाम	स्तुति (आरंभ)	मुख्य लाभ	YouTube लिंक		
1	शिव आरोग्य स्तुति	पशुपतिं द्युपतिं...	रोगों से मुक्ति और आयु वृद्धि	https://youtu.be/Nod_i0EKVRw?si=dnGltyIGNaTvUMWF		
2	हनुमान स्तुति	अतुलितबलधामं...	शारीरिक शक्ति और दर्द निवारण	https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN		
3	सूर्य स्तुति	नमः सवित्रे जगदेक...	आंखों की रोशनी और तेज हेतु	https://youtu.be/BIK_VYd2RQw?si=XrxIX1rsAAm4V_V9		
4	दुर्गा स्तुति	सर्वमंगल मांगल्ये...	नकारात्मक ऊर्जा से स्वास्थ्य रक्षा	https://youtu.be/Yof1Vrh5TK0?si=s3diaEG-5Tn4r_2c		
5	राम स्तुति	श्री रामचंद्र कृपालु...	मानसिक शांति और हीलिंग हेतु	https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8		
6	गणेश स्तुति	गजाननं भूतगणादि...	बाधाओं को दूर कर सुख पाना	https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK		
7	नारायण स्तुति	शांताकारं भुजग...	मन की शांति और हीलिंग	https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA		
8	विष्णु स्तुति	ॐ जय जगदीश हरे...	पूरे शरीर की शुद्धि हेतु	https://youtu.be/NE3SWh9_vR4?si=z8FGFGAzZeFHBd2I		
9	लक्ष्मी आरोग्य स्तुति	नमस्तेस्तु महामाये...	शारीरिक और मानसिक संतोष	https://youtu.be/yfYUZ6juevk?si=txXjqTklefjUdFv9		
10	सरस्वती स्तुति	या कुन्देन्दु तुषार...	मानसिक स्पष्टता और हीलिंग	https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg		
